ball_init_position_x,ball_init_position_y,ball_init_position_z,estimated_init_vel_x,estimated_init_vel_y,estimated_init_vel_z,intercept_y,intercept_z,table_hit_point_x,table_hit_point_y,table_hit_point_z,paddle_hitting_vel_joint3,paddle_hitting_vel_joint4,paddle_hitting_vel_joint5
4.0,0.0,1.46,-7.413785264868693,-0.08595649028778385,-1.8297940589450157,-0.04869540272759522,1.333252899438006,0.5959464255663909,-0.41589383458697754,0.6845130802472594,16.69655407566183,7.8091994805962015,-15.158782745451349
4.0,0.0,1.46,-7.413785264868693,-0.08595649028778385,-1.8297940589450157,-0.04869540272759522,1.333252899438006,0.5804708165797363,-0.4232159414259695,0.6714661806767863,16.69655407566183,7.8091994805962015,-15.158782745451349
4.0,0.0,1.46,-7.863217155250695,0.11339257126715331,-1.5673650205884293,0.06056665992036438,1.310919136674569,0.86668587429066,-0.3896902315191719,0.797702283095031,3.6577825641761947,8.10599486071894,-2.8379015550197124
4.0,0.0,1.46,-5.714655168489777,0.0037978147915339175,-3.060065357432755,0.00279121340731007,1.2445846176516826,1.0175338169687504,0.27490507776970424,0.7995376727601211,-16.107336472836735,7.991925208176086,10.05814783308822
4.0,0.0,1.46,-5.714655168489777,0.0037978147915339175,-3.060065357432755,0.00279121340731007,1.2445846176516826,1.5799664539807419,0.36498994608293317,0.7950388949196152,-16.107336472836735,7.991925208176086,10.05814783308822
4.0,0.0,1.46,-7.381499553552544,-0.002280906430124722,-1.8494142086471577,-0.0012978131255069025,1.3346468363582478,0.683436230521699,-0.40617568762834666,0.7956478015322578,-16.132492682263276,18.137476027228765,-16.815170176293556
4.0,0.0,1.46,-7.3684753388719315,0.2924560744217688,-1.8573542277772859,0.1666987342810971,1.3356102052055787,0.6687791617142064,-0.20426157325048153,0.7963403288209346,-11.018259473188348,9.586935933939543,10.374181873643934
4.0,0.0,1.46,-10.197337243557563,-0.29535773165479795,-0.42403788304033796,-0.12164964669908035,0.9469497283372144,0.5858799139548045,0.27948579592577366,0.7044460273698666,3.47324846756511,11.952554628768063,6.28616253660342
4.0,0.0,1.46,-6.262158524494481,0.08303363307938079,-2.61124459925405,0.05569026359989055,1.3232759886921015,0.5960983614150457,-0.31838099963025546,0.5313407813874954,1.0398100524505374,14.136619088265741,-15.877517388915226
4.0,0.0,1.46,-6.262158524494481,0.08303363307938079,-2.61124459925405,0.05569026359989055,1.3232759886921015,0.5816832567391059,-0.325541015355496,0.5146451238086273,1.0398100524505374,14.136619088265741,-15.877517388915226
4.0,0.0,1.46,-7.054845596064645,-0.01224254861156777,-2.0544424843781783,-0.007288423746264152,1.3447073539172045,0.5844021020218695,-0.381365492770486,0.6595980375072716,-4.378638227011971,12.903292458853747,-0.7867940198918753
4.0,0.0,1.46,-6.854003567254416,-0.0726354875981774,-2.1869245880640698,-0.04450961323828869,1.3481841130368974,0.9671785244402724,-0.4507941544112926,0.7934406278723338,10.833749822005537,19.544167964259934,15.815391236574001
4.0,0.0,1.46,-6.854003567254416,-0.0726354875981774,-2.1869245880640698,-0.04450961323828869,1.3481841130368974,0.99426480253718,-0.4604467604163889,0.8077213591060329,10.833749822005537,19.544167964259934,15.815391236574001
4.0,0.0,1.46,-5.992683090003901,-0.4465513982539839,-2.824356269105106,-0.3129676381177553,1.2971677487483542,0.5864877171345677,-0.6803105622218768,0.49634644062776373,9.561547528728923,8.072404505292814,12.591957065984552
4.0,0.0,1.46,-5.480830467243969,-0.31246089313986886,-3.272520667160972,-0.23944104073836753,1.1968852831154173,0.5904191131216343,-0.5999153180603096,0.1564816115436961,11.91487079024284,12.338949125221532,17.60062643902839
4.0,0.0,1.46,-8.308616344183335,0.308321459511688,-1.3244935428359206,0.15585629138546675,1.2797862457473173,0.9900068363146726,-0.29738281988050125,0.7984781075330053,-12.608250449963156,12.294078192527078,-14.88499876865966
4.0,0.0,1.46,-6.306645322690763,0.4470242780654915,-2.5773506976833893,0.2977021652256193,1.3214396264109456,0.5901013830404545,-0.010506048195303716,0.2955720026780709,-8.532733813575838,16.12528219083425,11.399897710332713
4.0,0.0,1.46,-9.415524409326359,-0.17654174001132628,-0.7767770437427579,-0.07875029321926211,1.1322546139502554,1.2582741307462053,-0.7617889455793918,0.7981022400586159,-13.700773721679024,16.26105309063911,-6.77907422582026
4.0,0.0,1.46,-7.785642413765679,0.46583769374112644,-1.6113078121257374,0.25129825000098127,1.3157973093014736,1.3438009160005415,-0.2422674490612317,0.7935502096732915,-15.844381960362659,15.01055801952734,-5.016888568941177
4.0,0.0,1.46,-7.785642413765679,0.46583769374112644,-1.6113078121257374,0.25129825000098127,1.3157973093014736,1.3713287067732607,-0.25120027918075005,0.8061550176292277,-15.844381960362659,15.01055801952734,-5.016888568941177
4.0,0.0,1.46,-6.713850361299549,-0.011042628111060734,-2.2825832162731174,-0.006907964218832819,1.3496845375232291,0.5872657836025201,-0.40059156727371087,0.6992159062736321,9.014608572851685,6.883022614228207,-12.36409693552349
4.0,0.0,1.46,-6.713850361299549,-0.011042628111060734,-2.2825832162731174,-0.006907964218832819,1.3496845375232291,0.7992000298247426,0.7319424390243704,0.7944383179857631,9.014608572851685,6.883022614228207,-12.36409693552349
4.0,0.0,1.46,-6.713850361299549,-0.011042628111060734,-2.2825832162731174,-0.006907964218832819,1.3496845375232291,0.8031390428476566,0.7405329987572701,0.8005761924659316,9.014608572851685,6.883022614228207,-12.36409693552349
4.0,0.0,1.46,-6.48754525424053,0.13052467402004725,-2.4431281962310614,0.08450093361982636,1.3432395293590296,0.9246244673122558,-0.25696849158094554,0.8084918240863758,18.60408774557878,15.1185330866222,10.86602224723146
4.0,0.0,1.46,-9.934378879603969,-0.0963979463532272,-0.5402670585766067,-0.04075457354609112,1.01042438063562,1.050335903872938,-0.6984168411322997,0.7965305519362142,-14.694382535009204,10.628257890962885,-1.665453881840861
4.0,0.0,1.46,-5.338658572117438,0.20329818549862444,-3.408876344327556,0.15993762619578133,1.1608311807251126,0.5872475914862789,-0.18748056884715153,0.0666416191865818,12.458034464226841,12.106209323222373,3.112301346494469
4.0,0.0,1.46,-6.1505455133834275,0.10218016816011743,-2.6978257789483706,0.06977538908356329,1.3102549558926528,0.5964957818073832,-0.3299659591543173,0.15375359773253422,-12.90920075506027,8.944549601548525,13.498307074117776
4.0,0.0,1.46,-6.1505455133834275,0.10218016816011743,-2.6978257789483706,0.06977538908356329,1.3102549558926528,0.586332534867929,-0.33565943607114596,0.133834379592493,-12.90920075506027,8.944549601548525,13.498307074117776
4.0,0.0,1.46,-6.27069280284271,0.16301095176547792,-2.6047165691480245,0.1091818749444455,1.3227960768281015,0.5972867150693998,-0.13198214363132177,0.7202920259858862,16.05495546093894,15.001400929545854,14.953098219849501
4.0,0.0,1.46,-6.27069280284271,0.16301095176547792,-2.6047165691480245,0.1091818749444455,1.3227960768281015,0.56852408938267,-0.14014440622590552,0.701746123705385,16.05495546093894,15.001400929545854,14.953098219849501
4.0,0.0,1.46,-7.089138587610719,0.1585737788893502,0.6824792530835033,0.09394792655051462,0.9452988375018309,0.8987143772026642,-0.11799342566274958,0.7982433380872128,-14.986697952249951,15.723501221389064,8.276180356638179
4.0,0.0,1.46,-6.051061702397185,-0.0837921200451506,-2.776997639721568,-0.058159529930130016,1.3003096980321736,0.5894810368230758,-0.42172441355309664,0.0043767204234606005,-4.956044705420908,9.244067477954037,9.041720078786906
4.0,0.0,1.46,-7.746723049617259,-0.43733800247941296,0.5165877566856913,-0.23710923943567155,0.9401826158908084,0.8313814468497431,-0.07327056498288324,0.7947339516366778,12.21202212166056,16.570244459990235,-18.731390709630148
4.0,0.0,1.46,-7.746723049617259,-0.43733800247941296,0.5165877566856913,-0.23710923943567155,0.9401826158908084,2.873809306191041,0.2525147681016163,0.7969497463827622,12.21202212166056,16.570244459990235,-18.731390709630148
4.0,0.0,1.46,-8.638300940174055,0.434614775630988,-1.1539476355175893,0.21131262620880276,1.251140904844368,1.184476664885415,-0.2938770547564641,0.7940862439424995,-18.910192635305844,16.12732220876172,16.516339755337263
4.0,0.0,1.46,-8.638300940174055,0.434614775630988,-1.1539476355175893,0.21131262620880276,1.251140904844368,1.2047136376331757,-0.3013974014312963,0.8045223268650976,-18.910192635305844,16.12732220876172,16.516339755337263
4.0,0.0,1.46,-8.664201386169985,-0.17990183435722595,-1.1408536722920637,-0.08720800344119851,1.2486587673265621,0.9310928616607883,-0.6059056611552992,0.7943988625392433,-3.117149811769984,9.787458821805538,4.818636572962763
4.0,0.0,1.46,-8.664201386169985,-0.17990183435722595,-1.1408536722920637,-0.08720800344119851,1.2486587673265621,0.9498751769305014,-0.6148710248333951,0.8042433082717356,-3.117149811769984,9.787458821805538,4.818636572962763
4.0,0.0,1.46,-6.52120702357184,0.03827472385784235,-2.4187473029270734,0.024650933427181505,1.3475684627151276,0.6813546940791692,-0.3344131080149223,0.8046232736073956,-5.434410683227334,17.797948561496902,-13.421645183476798
4.0,0.0,1.46,-6.690615287580641,-0.07210232744650469,-2.298711028987128,-0.04526187237778312,1.3496205416409268,0.8439607400544725,-0.43096423225031444,0.7975155268232342,6.347523207576586,19.70669882461974,-8.343399913622584
4.0,0.0,1.46,-8.573878706401743,0.24298929550336323,-1.186723296234895,0.11903072997196956,1.2570892129602904,1.2880947337467241,-0.46702625419477645,0.7933792132622544,-9.120573943797833,10.78849213108242,-4.333338874685593
4.0,0.0,1.46,-8.573878706401743,0.24298929550336323,-1.186723296234895,0.11903072997196956,1.2570892129602904,1.3077947402537682,-0.47494568112364377,0.8042976832343324,-9.120573943797833,10.78849213108242,-4.333338874685593
4.0,0.0,1.46,-6.849372006528647,0.23149416886928517,-2.1900384586766286,0.14195104431826006,1.3490540723215652,0.9391987658793894,-0.30774982657199373,0.8001851817977639,-16.082191110031104,14.873002619675425,-16.902380889369834
4.0,0.0,1.46,-7.750414567889017,-0.061211884161030995,-1.6314579134515839,-0.033171117651110874,1.3172755161008105,1.1999314582985972,-0.6709583377016866,0.8004537285119283,-7.002332394003012,17.829583677037498,-19.283807782449518
4.0,0.0,1.46,-5.61890290037983,-0.21330148762061216,-3.145384827763422,-0.15943793012440413,1.227345119601025,0.5681040578109195,-0.32843246523536873,0.5703387405774074,-17.923272747854327,19.237949654735004,14.985069594450103
4.0,0.0,1.46,-8.66282237113225,0.2350443463487992,-1.1415490414766971,0.11395665435258477,1.2488115130114172,0.9607134194714123,-0.34502650426920606,0.7944029994837563,-6.8981009102086155,9.05762200678922,-6.864729228707031
4.0,0.0,1.46,-8.66282237113225,0.2350443463487992,-1.1415490414766971,0.11395665435258477,1.2488115130114172,0.9792568414158676,-0.35262681144258734,0.8043408411413338,-6.8981009102086155,9.05762200678922,-6.864729228707031
4.0,0.0,1.46,-9.513301586762175,0.39093830190722484,-0.7313883832777179,0.1725942201070464,1.1051576730261823,1.355238103356877,-0.431368231369445,0.8020792695739929,7.40540633002691,16.922245274714776,1.4343140377096262
4.0,0.0,1.46,-5.212623234614142,0.23467715665562247,-3.534724995469123,0.18908791477743844,1.127530005598084,0.5934044298862546,-0.21671613604961815,0.632118946027787,-3.6065707146317116,6.13139028634151,-16.38978223675948
4.0,0.0,1.46,-8.524923932309214,-0.21751427377300733,-1.2118000265002138,-0.1071634136680405,1.2614281701617158,1.2520991695379045,-0.7378131186775815,0.8030816946712055,12.473348185071423,14.48564450448603,-5.830293336211465
4.0,0.0,1.46,-7.1331446655840125,-0.49487408745167094,-2.0041504433421764,-0.2913821693993146,1.3417721478101936,0.590671833778374,-0.7462688608164372,0.7291986739604944,-17.05406649859063,6.212411969180131,2.6294565149653977
4.0,0.0,1.46,-5.725934865797058,-0.005353433756082557,-3.050160893028764,-0.003926768694113826,1.2467932197098464,0.5948482866346916,-0.42482022547558185,-0.0126418836465266,-10.012307529588886,6.330613549925236,10.433433615098949
4.0,0.0,1.46,-7.961288657735643,0.12792091126837102,-1.5125337573173248,0.06748503294188662,1.3047997048388877,1.3453031316268291,-0.32285228565192975,0.7937437842915448,-11.433298392896187,19.691142760082194,18.908231185841338
4.0,0.0,1.46,-7.961288657735643,0.12792091126837102,-1.5125337573173248,0.06748503294188662,1.3047997048388877,1.3879824922224258,-0.33352045020656335,0.8085575699143365,-11.433298392896187,19.691142760082194,18.908231185841338
4.0,0.0,1.46,-8.183095669144045,0.278866174430676,-1.3913918712231776,0.14312895510011203,1.2894583532584916,1.454560071994515,-0.2907749156123184,0.8082956322304495,5.233719103515732,16.25097027840051,14.622559040289353
4.0,0.0,1.46,-5.917285564209607,-0.13325543693872766,-2.88660894984595,-0.09458269827770492,1.2812686883867557,0.5890063120990956,-0.4903873158319734,0.0659047764851958,-8.274185669503002,16.844326070818546,-1.287917886500157
4.0,0.0,1.46,-5.727462123130138,0.4695429721235277,-3.048799351607663,0.3443201265277066,1.2423801561756391,0.5827707792538618,0.15513259399701299,0.825774348550176,19.085441469712848,6.261592044145681,14.121523455385336
4.0,0.0,1.46,-6.021432258474491,0.0754837830833507,-2.800956850045715,0.05265057802549985,1.293853072207496,0.5933484492376455,-0.3378265936554311,0.12973569911786523,-4.848090543709649,5.868605836799675,14.639926579799265
4.0,0.0,1.46,-9.037299765505509,0.28293817683800954,-0.9564135464733603,0.13149285445365208,1.2068727174282174,2.315296422324802,-0.5571878261521819,0.805512619560307,18.49627483681605,19.94785918308959,12.233389168724166
4.0,0.0,1.46,-7.849992968817006,-0.443649380755494,-1.5748096210198526,-0.23736676027289214,1.3112388784743068,0.8126586789306197,-0.7659426795387421,0.8026275284268293,0.7734712647258455,12.04138225372477,-19.52871332695793
4.0,0.0,1.46,-7.145311538611168,0.044104370156065886,-1.9964224009667575,0.02592446160737751,1.3425372209231203,1.125062717535872,-0.37023833845985915,0.8024951436704021,-13.028751220567187,16.260368061324126,3.1309416081408017
4.0,0.0,1.46,-8.17154223445403,-0.11373996305347767,-1.3976114285325636,-0.058459937074108945,1.2901278684206563,1.5169292652122532,-0.7468972197119501,0.8016939959601435,-7.906327488080166,14.311226495599012,-15.841278047082849
4.0,0.0,1.46,-4.962694919086275,-0.2510107765215378,-3.7995897074256924,-0.21243402598372202,1.0440104180232308,1.315811069293041,0.1402403224503044,0.8008126506017533,-1.2805328224782713,11.16403728995831,12.804588478092917
4.0,0.0,1.46,-8.082769063108586,0.1331565251930191,-1.4457101861550647,0.06919131320517935,1.2966262715938275,0.9336640356593733,-0.40821591365670806,0.7955260995813062,-1.2969543103963517,8.062498168267101,2.037760145337515
4.0,0.0,1.46,-5.973605821676067,-0.2020557814772593,-2.840005586930072,-0.14206399075163287,1.2908835149967977,0.5850076747966206,-0.5353596479286803,0.7403049374212889,-16.885158474194128,9.600460155390888,-11.411097182163008
4.0,0.0,1.46,-8.381582062762192,-0.11977420622405155,-1.2861274568301617,-0.06001870081019446,1.273726745803771,1.0940109150161548,-0.6549811445466327,0.7999031369892761,-14.047486811655796,5.569567192819557,-7.114305955544232
4.0,0.0,1.46,-6.674097170782218,0.3726134595757642,-2.3102138102732717,0.2344851281262947,1.3510732519255282,0.5933063068271317,-0.0877968772172747,0.5381145948219616,-3.8245833621414036,16.687573266981126,-15.630008694094911
4.0,0.0,1.46,-6.524356750862879,-0.20509821621364321,-2.41647164828251,-0.13203025845933017,1.3491709440890194,0.8585594537307345,-0.468152631610667,0.7954351909505453,-12.036884123720357,18.15581703199328,18.797157916765038
4.0,0.0,1.46,-6.89129944358335,0.3235358951765531,-2.16191699791505,0.197183531330478,1.348680612771222,0.5870163578657911,-0.15320701598460254,0.6452939436350767,-7.324680015014078,11.155680370275485,-19.477552805485892
4.0,0.0,1.46,-7.8809821227814325,0.1994089193610237,-1.557370772307305,0.10627069675685483,1.3099094943270897,1.0295164819458162,-0.41016517822621834,0.8036458125073084,14.39128421823839,6.034930300402344,2.576720614797079
4.0,0.0,1.46,-8.128006017553346,0.16055282953343408,-1.4211239641775464,0.08296276880013978,1.2934319810634645,1.2303376575029854,-0.4919911298302703,0.7998019227811672,3.014441732605853,19.007271367167903,-17.60939153488306
4.0,0.0,1.46,-6.360099064518501,0.06070504943201532,-2.5371243439536073,0.04008761577894801,1.3335052173221453,0.5859236152848879,-0.35347604519248066,0.48821272413578404,5.929423885505333,7.679925867569251,19.612034445439377
4.0,0.0,1.46,-6.232189405633797,-0.15856823111000862,-2.634264995902331,-0.1068623764964517,1.3240975327768632,0.5930109082704723,-0.45414098675556835,0.6757522497821434,2.488877131003701,12.091491256905835,6.01060635813311
4.0,0.0,1.46,-8.660372021128389,0.08143178646887428,-1.1427895976646596,0.0394917796065659,1.2490357585263532,1.3493958127749177,-0.5284449371079533,0.7966768792708001,-6.5817369022318175,18.06557767407039,10.333103414662368
4.0,0.0,1.46,-9.40104429594868,0.44419070009275946,-0.7835252926596503,0.19844613871179806,1.1300329458753364,1.3253557397687716,-0.38417484180578654,0.7936696151153741,12.001740710610711,11.662448821470443,5.868030603434153
4.0,0.0,1.46,-9.40104429594868,0.44419070009275946,-0.7835252926596503,0.19844613871179806,1.1300329458753364,1.3464459059733989,-0.39246314819862865,0.8031139884757348,12.001740710610711,11.662448821470443,5.868030603434153
4.0,0.0,1.46,-11.056277928247837,-0.08641983757582246,-0.036163860951976545,-0.0328287078322366,0.7022502427194794,0.5896048095322769,-0.6137542063096645,0.7686782935112169,1.1839546759807575,12.903918774158297,-4.443939919144171
4.0,0.0,1.46,-5.589264312531199,-0.02087872899626645,-3.1722636784352964,-0.015689124163928973,1.2197142846855822,1.346777633056865,0.3933161888500089,0.7971993126665169,2.1651308744826565,19.76587827637824,-8.393054106134272
4.0,0.0,1.46,-5.589264312531199,-0.02087872899626645,-3.1722636784352964,-0.015689124163928973,1.2197142846855822,2.438636648682172,0.6663274215732949,0.7940673962822331,2.1651308744826565,19.76587827637824,-8.393054106134272
4.0,0.0,1.46,-5.589264312531199,-0.02087872899626645,-3.1722636784352964,-0.015689124163928973,1.2197142846855822,2.4513849429858636,0.6695150378251761,0.7998755339447702,2.1651308744826565,19.76587827637824,-8.393054106134272
4.0,0.0,1.46,-7.452209383984076,-0.3365370407619523,-1.8065793152712217,-0.18966933138485467,1.331325978289614,2.188859804871104,0.4241376165183177,0.7968414623057917,17.088072987766097,14.501196811763219,0.03076232443978455
4.0,0.0,1.46,-9.45667955851551,0.3494370915588596,-0.7576212484959299,0.15519567681931656,1.1183817402020189,1.488022678120827,-0.5068578980376829,0.801775414654734,-1.1125558439892878,9.527865083722025,19.791084705456974
4.0,0.0,1.46,-9.741714068605845,0.2675056371906088,-0.626890584791937,0.11533121053319384,1.0531984577103097,1.3842275159829172,-0.4190391627213628,0.796815825802235,-10.119180865578773,19.1866888492112,5.717184808069966
4.0,0.0,1.46,-9.878941016504363,-0.0649066768825309,0.12087600280777266,-0.027594864920358786,0.7855590306337723,0.594608829703414,-0.14906894559630404,0.16289269444649887,-13.22585254167953,17.54057884762291,-7.038143569576597
4.0,0.0,1.46,-9.456845423307385,0.34748639018601674,-0.7575442710499658,0.15432660400521309,1.1183618912376396,1.4917301279456263,-0.5072183038330244,0.7992981523884386,2.8852063543526754,8.253306334828055,10.830025223414129
4.0,0.0,1.46,-8.926026461272762,0.4337466610457506,-1.0106082044645603,0.20409260316402772,1.2213680561079463,1.298386523994157,-0.35527900514913263,0.7969479678861903,-1.1488085326775312,8.357996381615735,16.058422179813547
4.0,0.0,1.46,-8.513857857007245,0.17951487764384266,-1.2174905280058468,0.08855709112921092,1.2624731173566475,1.5351940413401257,-0.4822887601681003,0.8020478712919906,-1.0117674613485583,15.527192447626524,13.646032370469676
4.0,0.0,1.46,-6.008967763915649,0.32522897537697276,-2.8110795547795675,0.22732052329952562,1.2884704845242188,0.5890520905556103,-0.11830288269560958,0.23033882573987122,9.610840366019389,17.81110897811898,-0.767184200015862
4.0,0.0,1.46,-7.01387080277339,-0.2342025719735712,-2.0810471873043213,-0.14024364433688297,1.3451033231480116,0.595843877955294,-0.565690243204764,0.690278957954215,-2.8681432495205748,7.38805366727797,-9.039274738333912
4.0,0.0,1.46,-7.01387080277339,-0.2342025719735712,-2.0810471873043213,-0.14024364433688297,1.3451033231480116,0.5827028531042664,-0.5733099393645263,0.6761146267278663,-2.8681432495205748,7.38805366727797,-9.039274738333912
4.0,0.0,1.46,-7.459741330504848,-0.09818478708035445,-1.802055136390841,-0.05528021515319495,1.3313545083251443,1.1042332682909324,-0.4452489103233372,0.8069590851493891,-11.388770243761837,13.774677893800995,15.122900196693848
4.0,0.0,1.46,-6.516224382692322,-0.06730747894531847,-2.4223447074473192,-0.0433827006204991,1.3491751221493746,0.5821065831839367,-0.3031293692897623,0.5914508111843981,2.9868466555558015,10.153907255420624,16.545513206754542
4.0,0.0,1.46,-6.015532627787259,-0.19069522218801488,-2.8057457374020878,-0.13314198139164132,1.2968888825546112,0.5947496963030529,-0.44523007601534054,0.7709694254191715,11.888566361311664,16.412006912863482,-7.131025055119547
4.0,0.0,1.46,-6.684977554137994,0.35790411900900587,-2.3026261778510104,0.2248619816093993,1.3509716890557955,0.5865953962464138,-0.09846061790141976,0.4982296089326233,10.659140301340535,14.23647541355659,-14.334946097041836
4.0,0.0,1.46,-6.510581005503724,0.23005811821307354,-2.426420085472767,0.1484113469562999,1.3431349278254596,0.5884305365419732,-0.20523536832291817,0.5567973774676873,-5.802569916407352,5.963517697128493,4.982880352914528
4.0,0.0,1.46,-6.906786791502135,-0.32211973297915725,-2.151590344137677,-0.19588021454159033,1.3467977876911832,0.5951859928608539,-0.6348442506450861,0.6192518189686438,17.50793235138778,7.155240311282992,11.703261366320298
4.0,0.0,1.46,-6.713284117684886,-0.39652540343840514,-2.282962560473756,-0.2480763014415107,1.34852345245194,0.589457244981903,-0.7107847112606638,0.6608692038844626,-2.1868573171777754,5.905869121324045,-0.19095431352912584
4.0,0.0,1.46,-5.838460421771039,0.024492539976123065,-2.9529832073431095,0.01761914279938078,1.266438051138719,0.5941874414557067,0.5369886568192669,0.07183699428152872,4.607481493633564,8.669648813616647,-0.4368600572153234
4.0,0.0,1.46,-6.719529551581331,0.07811578123034116,-2.278652531448664,0.04882578142546053,1.3499173508974063,0.5964716624209079,-0.33595331638140336,0.6865096991473199,-10.368154216944788,12.684938292724402,-14.15373093890481
4.0,0.0,1.46,-6.719529551581331,0.07811578123034116,-2.278652531448664,0.04882578142546053,1.3499173508974063,0.5838585163238788,-0.3425758067949705,0.6716172422892676,-10.368154216944788,12.684938292724402,-14.15373093890481
