initial_x,initial_y,initial_z,initial_vx,initial_vy,initial_vz,distance_to_x_a,estimated_hit_x,estimated_hit_y,estimated_hit_z,real_hit_x,real_hit_y,real_hit_z,delta_x,delta_y,delta_z
3.9860857618502488,-0.019728136712608757,1.1461741224828075,-14.522894328270333,-0.3199228447473229,-0.36126766543956634,4.186085761850249,-0.19999999999999996,-0.11194284509070772,0.8503417343954787,-0.2,-0.11194284509070512,0.9184939432219006,-5.551115123125783e-17,2.5951463200613034e-15,0.06815220882642192
4.0185965415666285,-0.06565001179069435,1.5201771756529192,-7.0653046509286455,0.3587227272338367,-2.692966272464652,4.218596541566629,-0.20000000000000018,0.14853841054309808,1.5752050610369168,-0.2,0.14853841054310443,1.2139103532921915,1.6653345369377348e-16,6.356026815979021e-15,-0.3612947077447253
4.075806925282913,0.015197721953252086,1.3830643350988199,-6.4555172261546545,-0.46436061482342517,-3.488765166053227,4.275806925282914,-0.20000000000000018,-0.29237117812593516,1.622441604616637,-0.2,-0.29237117812594515,1.2079925969843577,1.6653345369377348e-16,-9.992007221626409e-15,-0.4144490076322793
3.9952582170177076,0.01757973317174648,1.5815690280383068,-10.887276339791576,-0.4716279715827154,0.008414576749569136,4.195258217017708,-0.2,-0.164155446629491,0.671681475452158,-0.2,-0.1641554466294909,0.7626019869718957,0.0,1.1102230246251565e-16,0.09092051151973779
3.948959113339754,0.074304338393923,1.6662424109042147,-4.887976273600643,-0.16376980588990508,-4.976929668026759,4.148959113339754,-0.20000000000000018,-0.06470497560511597,2.250621526615273,-0.2,-0.06470497560512087,1.2878501673189577,1.6653345369377348e-16,-4.898859096158503e-15,-0.9627713592963152
3.9328926176132137,-0.07592690565347185,1.3244847465225928,-5.991297087815788,-0.34980147824977603,-3.8475547819813904,4.132892617613214,-0.20000000000000018,-0.31722556367340593,1.640236719616603,-0.2,-0.31722556367342,1.2156458606566374,1.6653345369377348e-16,-1.404432126150823e-14,-0.4245908589599656
3.9612964133975668,0.09675373202455612,1.4012338499435444,-6.732965354297491,0.06790170662448358,-3.0803439199653404,4.161296413397567,-0.20000000000000018,0.13872025247600722,1.5627842778637047,-0.2,0.13872025247599118,1.2330836604781916,1.6653345369377348e-16,-1.6042722705833512e-14,-0.32970061738551304
4.057774353324026,0.0014629577806783145,1.2494523644926154,-8.449653999344449,-0.21334107464344101,-2.2633372386094486,4.257774353324026,-0.20000000000000018,-0.10603945074373028,1.3019041729243246,-0.2,-0.10603945074372946,1.1833918453821826,1.6653345369377348e-16,8.187894806610529e-16,-0.11851232754214203
3.9623437997277136,-0.03474237479848928,1.2685869230294657,-12.112412780070763,0.4157604302846418,-0.6094211526615645,4.162343799727713,-0.19999999999999984,0.10813071585564998,0.9428119316479027,-0.2,0.10813071585565001,1.0063696868800944,-1.6653345369377348e-16,2.7755575615628914e-17,0.06355775523219176
4.090889528805076,-0.07097610640146855,1.5706825847233332,-7.720393606416209,0.0598198238958636,-2.189134602626037,4.290889528805076,-0.20000000000000018,-0.03772906369157293,1.491537111077431,-0.2,-0.037729063691595656,1.3560365357926987,1.6653345369377348e-16,-2.2724877535296173e-14,-0.13550057528473225
